app,userName,rating,title,review,date,is_about_app,primary_theme,sentiment,specific_complaint,feature_request,severity,content_quality
lidl-plus,Frank Platte,1,,"Bei der Registrierung, wurde ich darauf hingewiesen, dass bereits ein Konto mit der E-Mail Adresse existiert. Hatte ich vergessen. Hab vor vielen Monaten die App gelöscht. Konnte damals nichts damit anfangen. Jetzt einen erneuten Versuch gestartet. Und wahrscheinlich die Server gecrasht. Keine E-Mail mit Bestätigungscode erhalten. Statt dessen ein Hinweis, dass die Kapazität überschritten ist. Was soll mir das sagen? Das Lidl noch längst nicht im digitalen Zeitalter angekommen ist?",2026-05-15T16:15:31,True,Onboarding & registration,negative,"Bei der Registrierung kommt keine Bestätigungs-E-Mail, stattdessen Meldung 'Kapazität überschritten'.",,high,substantive
lidl-plus,Franziska,1,,Leider kann ich mich nach zig mal versuchen nicht mehr einloggen. Deinstallieren und neuinstallieren hat leider nicht geholfen. Passwort geändert und komme immer noch nicht rein. Support ist auch keine Hilfe. Ich würde gerne -5 Sterne geben für die schlechteste funktionierende App aller Zeiten,2026-05-15T15:18:56,True,Authentication & login,negative,"Login funktioniert trotz Neuinstallation und Passwortänderung nicht, Support hilft nicht.",,high,substantive
lidl-plus,Hartmut Gärtner,3,,Schon xmal versucht ein Update zu machen funktioniert nicht sehr schlecht!!!!!,2026-05-15T14:46:49,True,Performance & stability,negative,Update lässt sich nicht installieren.,,high,insufficient
lidl-plus,Julian W,1,,"Lächerlich. Passwort zurücksetzen und dann kommt die Fehlermeldung ""Kapazität wurde überschritten"". Eure App funktioniert nicht und logt einem die ganze Zeit aus. Da geh ich lieber zu Aldi.",2026-05-15T13:29:57,True,Authentication & login,negative,"Passwort zurücksetzen schlägt mit 'Kapazität überschritten' fehl, App loggt User ständig aus.",,high,substantive
lidl-plus,Ljiljana Boskovic,5,,perfekt danke,2026-05-15T13:22:33,True,Other / unclear,positive,,,low,insufficient
lidl-plus,Yvonne Krischer,5,,Liebe meine Angebote und löse Sie gerne ein.,2026-05-15T12:35:24,True,Coupons & discounts,positive,,,low,insufficient
lidl-plus,Klaus Liedtke,5,,Lidl ist ein sehr gutes Geschäft und wir gehen sehr gerne da Einkaufen 😉👍,2026-05-15T11:51:17,False,In-store experience,positive,,,low,insufficient
lidl-plus,Fadi,5,,"Eigentlich eine tolle App, nur unter Android 17 macht die App Probleme. Fehlermeldung: Kein Internet, trotz WLAN oder Mobilfunk. Android 17 ist mittlerweile bei der vierten Beta, kurz vor Release. Alle Apps laufen problemlos, nur die Lidl App nicht. Nachtrag: Mittlerweile funktioniert die App wieder, danke!",2026-05-15T10:58:57,True,Performance & stability,positive,"Unter Android 17 Beta zeigte die App fälschlich 'Kein Internet', inzwischen behoben.",Kompatibilität mit kommenden Android-Versionen frühzeitig sicherstellen.,low,substantive
lidl-plus,Manfred Holzmann,1,,"Antwort, ich soll ich melden, zu was, habe teuer getankt, soll ich mich noch einmal ärgern, nein Danke. Shell Aktion - wird bei Shell nicht akzeptiert. Lidl Punkte - Fehlermeldung etwas ist schiefgelaufen. 🙈 Spart euch das Geld für die App.",2026-05-15T10:58:00,True,Coupons & discounts,negative,Shell-Aktion wird nicht akzeptiert und beim Punkte-Sammeln erscheint Fehlermeldung.,,high,substantive
lidl-plus,Marvin Ross,1,,schlechtes app die jemals gemacht wurde,2026-05-15T10:46:19,True,Other / unclear,negative,"Nutzer bezeichnet die App pauschal als schlechteste, ohne konkreten Grund.",,low,insufficient
lidl-plus,Loiytzia (Loiy),1,,also es gibt wohl ein Update wenn ich diese mit meinem S7 herunterladen werde ich die App da sie dann nicht mehr kompatibel ist nutzen können wollte ich die Leute wirklich so muss behandeln und Menschen die mit ihrem Handy zu Frieden sind und die App Jahre lang genutzt haben so ausschließen? Ich werde mir ganz bestimmt nicht ein neues Handy kaufen solange meins noch geht daher bitte ich sie alte Handys weiter bei Updates zu beachten. Dann wir meine Bewertung auch wieder besser.,2026-05-15T10:39:34,True,Performance & stability,negative,Neues Update unterstützt ältere Geräte wie das Samsung S7 nicht mehr.,Weiterhin Kompatibilität mit älteren Android-Geräten gewährleisten.,high,substantive
lidl-plus,Stephan L,2,,"seit Monaten kommt immer , kein Internet... A17 qpr2 Edith: danke für eure Antwort. dann nutze ich halt eure App nicht mehr. ich werde doch wg einer App nicht mein gesamtes system ändern",2026-05-15T10:27:38,True,Performance & stability,negative,Unter Android 17 QPR2 zeigt die App seit Monaten 'kein Internet'.,App mit aktuellen Android-Versionen kompatibel machen.,high,substantive
lidl-plus,Marita Wedowski,5,,gut Sortiertes Angebot,2026-05-15T09:09:02,False,In-store experience,positive,,,low,insufficient
lidl-plus,Wilhelm Frerichs,1,,"Ich kann mich nicht mehr anmelden, es ist ein Fehler aufgetreten, bitte gehen Sie zurück. Auch mit PASSWORT VERGESSEN geht es nicht, und das schon 3 Wochen, immer wieder versucht--- keine Chance. Nervt total",2026-05-15T09:06:31,True,Authentication & login,negative,Anmeldung und Passwort-Reset funktionieren seit drei Wochen nicht.,,high,substantive
lidl-plus,Margarete Beutling,5,,sehr gut bin immer bei euch gut gefahren,2026-05-15T08:52:04,False,In-store experience,positive,,,low,insufficient
lidl-plus,Isabelloney,1,,"Super app, macht immer Spaß die zu benutzen! Finde es aber auch Schade das es keine gratis Artikel mehr gibt; diese waren meistens ein Grund für mich bei Lidl vorbei zu kommen.",2026-05-15T02:21:03,True,Coupons & discounts,neutral,Es gibt keine Gratis-Artikel mehr in der App.,Gratis-Artikel-Coupons wieder einführen.,low,substantive
lidl-plus,charl. rie.,5,,"immer frische produkte, nettes hilfreiches Personal, gute angebote, rasche kundenorientierte abwicklung der kassensituation und keine wartezeit",2026-05-15T00:24:55,False,In-store experience,positive,,,low,insufficient
lidl-plus,Lisi Pacher,5,,Preis Leistung Spitze sehr freundliches Personal in Althofen Kärnten,2026-05-14T23:22:50,False,In-store experience,positive,,,low,insufficient
lidl-plus,Jennifer Köhn,1,,Leider kein Update auf die Version 17.1.3 die mit Android 17 funktioniert.,2026-05-14T22:18:05,True,Performance & stability,negative,"Kein Update verfügbar, das mit Android 17 kompatibel ist.",Update für Android 17 Kompatibilität veröffentlichen.,high,substantive
lidl-plus,Frank Kapteina,5,,Fehler wurde behoben. Alles wieder online,2026-05-14T21:59:36,True,Performance & stability,positive,,,low,insufficient
lidl-plus,Kyuubi,1,,"Hängt wie sonst was und ständig muss man an der Kasse aktualisieren und kann nicht scannen + zusätzlich dieses eklige Pop up wenn man die App öffnet, das nervt richtig so dreist",2026-05-14T21:47:15,True,Performance & stability,negative,"App hängt, Scannen an der Kasse erfordert ständige Aktualisierung und nerviges Pop-up beim Öffnen.",Pop-up beim App-Start entfernen.,high,substantive
lidl-plus,Eva F.,2,,im onlineshop ist es nicht möglich nach unten zu srollen.der Bildschirm zittert und zickt dann nur rum. ausserdem nervt es total plus angebote zu aktivieren. die app ist auch komplett überladen. ich nutze sie echt kaum.,2026-05-14T21:13:12,True,Performance & stability,negative,"Im Onlineshop kann man nicht scrollen, Bildschirm zittert und App ist überladen.",Scrollen im Onlineshop reparieren und App entschlacken.,high,substantive
lidl-plus,R. W.,5,,"Unter Android 17 auf Pixel 10 Nutzung nicht möglich. Kommt immer die Meldung, dass die Internetverbindung fehlen würde, was aber nicht der Fall ist. Hoffe, kommt bald ein Update.... Update 17.04.2026 Nach mittlerweile 2 Updates kann man sagen... es funktioniert nach wie absolut nicht. Android 17 und Lidl wollen wohl nicht zusammen... 🤷🏽‍♂️ Update 14.5.26: Jetzt geht's wieder... Danke an den Lidl-Support...",2026-05-14T13:13:12,True,Performance & stability,neutral,"Unter Android 17 zeigte App fälschlich fehlende Internetverbindung an, nun behoben.",Kompatibilität mit neuen Android-Versionen sicherstellen.,medium,substantive
lidl-plus,"Su, Schi,",4,,"Sehr gutes Eindruck, nettes Personal, und man kann sehr gut einkaufen. Sehr Sauber, ich als Hauswirtschafterin.",2026-05-14T07:48:10,False,In-store experience,positive,,,low,insufficient
lidl-plus,Philipp Sch,1,,seit Android Update auf 9.0 beta Samsung s26u lass die App nicht mehr,2026-05-13T18:36:49,True,Performance & stability,negative,App startet nach Android 9.0 Beta Update auf Samsung S26U nicht mehr.,Kompatibilität mit Android Beta-Versionen herstellen.,high,substantive
lidl-plus,Simon,3,,"Bitte für Android 17 updaten. Bekomme nur ""keine Internetverbindung"".",2026-05-13T16:36:18,True,Performance & stability,negative,Unter Android 17 erscheint dauerhaft Meldung 'keine Internetverbindung'.,Update für Android 17 bereitstellen.,high,substantive
lidl-plus,Marc Zimmermann,2,,"Leider seit Update auf Android 17 nicht mehr zu nutzen, die App zeigt auf Pixel 6a und 9a ""keine Internetverbindung"" an (WLAN und mobile Daten).",2026-05-13T16:14:23,True,Performance & stability,negative,Seit Android 17 zeigt App auf Pixel 6a/9a 'keine Internetverbindung' an.,App für Android 17 kompatibel machen.,high,substantive
lidl-plus,Denis O.,1,,anmelden ist nicht möglich. trotz der neu installieren der App,2026-05-13T15:49:49,True,Authentication & login,negative,Anmeldung trotz Neuinstallation nicht möglich.,Login-Probleme beheben.,high,substantive
lidl-plus,Wolfgang Winter,3,,"Grundsätzlich gute App, läuft aber leider nicht unter Android 17. Zur Info: Ab Juni gibt's den Rollout von Android 17, die Lidl App Entwickler sollten sich daher etwas sputen.",2026-05-13T15:33:04,True,Performance & stability,neutral,App läuft nicht unter Android 17.,Rechtzeitiges Update für Android 17 vor dem Rollout.,high,substantive
lidl-plus,Jennifer Nickut,1,,seit Wochen gibt es Probleme beim Login komme einfach nicht rein trotz Code Bestätigung...,2026-05-13T14:27:15,True,Authentication & login,negative,Seit Wochen Login trotz Code-Bestätigung nicht möglich.,Login-Prozess reparieren.,high,substantive
lidl-plus,Peter Rolf,1,,Prospekte lassen sich auf Xiaomi nicht öffnen,2026-05-13T14:02:37,True,Performance & stability,negative,Prospekte lassen sich auf Xiaomi-Geräten nicht öffnen.,Prospektanzeige für Xiaomi-Geräte ermöglichen.,high,substantive
lidl-plus,Janine H,1,,"Funktioniert seit Monaten nicht, steht immer keine Internetverbindung. Auch nach Neuinstallation.",2026-05-13T13:49:58,True,Performance & stability,negative,Seit Monaten Fehler 'keine Internetverbindung' auch nach Neuinstallation.,Verbindungsproblem beheben.,high,substantive
lidl-plus,Schwarze Katze,2,,"There is a really awful Bug in the app! If you choose to not print the receipt and you use self-scan checkout, it WON'T give you a receipt in the app either!!",2026-05-13T11:43:08,True,Payment & checkout,negative,Bei Self-Scan-Checkout ohne gedruckten Beleg wird auch in der App kein Beleg gespeichert.,Digitalen Beleg auch bei nicht gedrucktem Kassenbon in App speichern.,high,substantive
lidl-plus,Ralf Friedrich,1,,so eine Müll App fragt nach der handynummer und schickt keine Codes,2026-05-13T11:26:15,True,Onboarding & registration,negative,Bestätigungscode wird nach Eingabe der Handynummer nicht versendet.,SMS-Codeversand zuverlässig machen.,high,substantive
lidl-plus,Golden Pants,1,,macht Rabatt ohne app,2026-05-13T09:51:58,False,Coupons & discounts,negative,Wunsch nach Rabatt ohne App-Nutzung.,Rabatte auch ohne App anbieten.,low,insufficient
lidl-plus,Youzhou Zhou,1,,Nicht funktional auf Pixel im Beta-Programm,2026-05-13T09:43:47,True,Performance & stability,negative,Funktioniert nicht auf Pixel im Android Beta-Programm.,Unterstützung für Android Beta-Versionen.,high,substantive
lidl-plus,Martin Weber,1,,"Funktioniert nicht mit der Android 17 Beta Version. Wohlgemerkt als einzige von 200 installierten Apps auf meinem Gerä, alle anderen Entwickler schaffen es ihre Apps für Android 17 bereit zu machen und funktionieren in der Beta nur Lidl bekommt es nicht hin.",2026-05-12T22:55:37,True,Performance & stability,negative,App funktioniert als einzige nicht unter Android 17 Beta.,Frühzeitige Anpassung an Android 17 Beta.,high,substantive
lidl-plus,Ralf Steger,1,,Wenn man Prospekte ansehen will hängt sich immer wieder auf. Und es wäre schön wenn man wieder dunkelmodus einstellen könnte.,2026-05-12T21:15:39,True,Performance & stability,negative,Prospektansicht stürzt ab und Dunkelmodus fehlt.,Dunkelmodus wieder einführen und Prospektabsturz beheben.,medium,substantive
lidl-plus,nostra damuss,1,,Verbindung mit dem Bankkonto nicht möglich aufgrund einer Fehlermeldung. der Support wiederholt lediglich die Fehlermeldung also Support kann / will nicht helfen. Wirklich lächerlich.,2026-05-12T19:03:52,True,Payment & checkout,negative,Bankkontoverknüpfung scheitert an Fehler und Support hilft nicht.,Bankkonto-Verbindung reparieren und besseren Support bieten.,high,substantive
lidl-plus,Jürgen Dabringer,2,,"Wieso ist es bei dieser App nicht einfach für den Anwender, sprich: Kunden sich u. a. aus den Angeboten die Einkauksliste zu füllen ... oder bin ich unfähig ... selbstsprechend ist es jedenfalls nicht",2026-05-12T17:05:28,True,Search & navigation,negative,Einkaufsliste lässt sich nicht intuitiv aus Angeboten befüllen.,Einfaches Hinzufügen von Angeboten zur Einkaufsliste ermöglichen.,medium,substantive
lidl-plus,Miriam McGaha,1,,"wenn sie funktionieren würde, wäre sie gut. Trotz mehrfacher Neuinstallationen, löschen von caches usw lässt sich die App seit Monaten nicht mehr öffnen. angeblich weil keine Internetverbindung aufgebaut werden kann -was nicht sein kann, weder im WLAN funktioniert es, noch mit mobilen Daten.",2026-05-12T14:17:42,True,Performance & stability,negative,"App lässt sich seit Monaten nicht öffnen, meldet fälschlich keine Internetverbindung.",,high,substantive
lidl-plus,Günter Brandstätter,5,,Sehr zufrieden,2026-05-12T11:58:09,True,Other / unclear,positive,,,low,insufficient
lidl-plus,Hans Jürgen Herfurth,5,,lidl ist super,2026-05-12T09:49:15,False,Other / unclear,positive,,,low,insufficient
lidl-plus,Kiffstar,1,,ich benutze die App seit ein paar Jahren aber ich frage mich ja immer noch warum mann kein angebot direkt auf die einkaufliste packen kann so wie bei Aldi oder kaufland da frage ich mich ob die zu ständig für die App noch nicht eine gute einkaufe App benutze haben und warum mann sein PayPal nicht mit den bezahlen verbinden kann,2026-05-12T03:47:47,True,Coupons & discounts,negative,Angebote können nicht direkt zur Einkaufsliste hinzugefügt werden und PayPal-Anbindung fehlt.,Angebote direkt zur Einkaufsliste hinzufügen können und PayPal als Zahlungsmittel integrieren.,medium,substantive
lidl-plus,gizmo,5,,Läuft super 😊,2026-05-11T21:43:32,True,Performance & stability,positive,,,low,insufficient
lidl-plus,Renė Spikowski,1,,"Seit Monaten bekomme ich nur noch die Meldung ""keine Internetverbindung"" sei es im WLAN oder im 5G Netz. Ich habe bereits versucht die App Entwicklung per Mail zu erreichen. Auch dort, keinerlei Reaktion. Selbst nach dem heutigen Update, weiterhin ""keine Internetverbindung"" auch nach dem Hinweis die App zu deinstallieren und neu zu installieren, keine Veränderung. Weiterhin ""keine Internetverbindung""",2026-05-11T21:31:18,True,Performance & stability,negative,"Dauerhafte Fehlermeldung 'keine Internetverbindung', auch nach Update und Neuinstallation; Support reagiert nicht.",,high,substantive
lidl-plus,Irena Miscovic,5,,app ist gut und Mitarbeiterinen im Appenzell und Herisau sehr behilflich mit dem app zu helfen,2026-05-11T20:14:31,True,In-store experience,positive,,,low,insufficient
lidl-plus,Gerald,4,,"Gute Funktionen (Einkaufsliste, kein PapierBon-Auswahl) nette Angebote und tolle Gewinnspiele. Das erfolgreiche Scannen der App ist aufgrund des Standard-Tons u.Lärms selten zu hören (bitte auf einen anderen Ton umschalten. Danke) Ich mag die App + Lidl🤗 Das letzte Update hat allerdings ein Problem verursacht - jeder Klick ist stark verzögert... - das war vorher nicht so (Android 14, 8GB echter RAM, Oukitel WP23plus Phone)",2026-05-11T17:59:30,True,Performance & stability,neutral,Seit dem letzten Update sind alle Klicks stark verzögert; Scan-Ton ist im Laden kaum hörbar.,Alternativen Scan-Ton zur Auswahl anbieten.,medium,substantive
lidl-plus,Rene Wolff,1,,Nach einer neu Installation sagt mir die App das ich kein Internet habe ob wohl mobile Daten an ist oder ich im WLan von Lidl drin bin. bekomme ich nur diese Meldung Kein Internet. wäre schön wenn man das Problem beheben könnte.,2026-05-11T17:51:03,True,Performance & stability,negative,"Nach Neuinstallation meldet App ständig 'kein Internet', obwohl Verbindung besteht.",,high,substantive
lidl-plus,R R,5,,Beste Geschäftes.,2026-05-11T17:49:37,False,Other / unclear,positive,,,low,insufficient
lidl-plus,Joachim Fuhrmann,4,,Guter Service top,2026-05-11T17:08:08,True,Other / unclear,positive,,,low,insufficient
lidl-plus,Ess Pe,1,,"Lese heute im App store,die App ist mit meinem Samsung galaxy s7 edge nicht mehr kompatibel.Am 7.5. ging's aber noch.Heute bei Lidl für 110.- eingekauft for nothing also! Wunderte mich schon,warum ich den Kassenbon nicht hier vorfinde.Danke liebe Lidl Entwickler, dass ihr das Smartphone Verkaufsgeschäft mit ankurbelt.Ich bin sauer.Wegen dieser App gehe ich überhaupt zu Lidl.Macht aber nix,ein Aldi habe ich 250m entfernt, zu Lidl muss ich mit dem Auto ca 3km fahren.Spare ich Benzin.Keine Lustmehr",2026-05-11T16:55:41,True,Performance & stability,negative,App ist plötzlich nicht mehr mit älterem Samsung Galaxy S7 Edge kompatibel.,Kompatibilität mit älteren Android-Geräten erhalten.,high,substantive
lidl-plus,Matt,2,,"An der App erkennt man, dass LIDL ziemlich bedürftig ist. Werbung und nervige Gamification ohne Ende. dabei will ich nur Pfand, evtl ein paar Coupons (aber das lasse ich neuerdings auch sein) und bezahlen machen. Kassenbon ist auch gut. aber das ganze drum herum. Nein...",2026-05-11T16:17:10,True,In-store experience,negative,"Zu viel Werbung und Gamification, der Fokus auf Kernfunktionen wie Pfand und Bezahlen geht verloren.","Reduzierung von Werbung und Gamification, Fokus auf Kernfunktionen.",medium,substantive
lidl-plus,Dominic,1,,Ich kann mein Passwort nicht zurücksetzen. Der Kundenservice konnte mir leider auch nicht weiterhelfen.,2026-05-11T13:59:45,True,Authentication & login,negative,Passwort-Zurücksetzen funktioniert nicht und Kundenservice konnte nicht helfen.,,high,substantive
lidl-plus,Guido Sallmann,2,,"Sehe zwar mein Kundenkonto, kann aber nichts öffnen. Wird immer gesagt das ich keine Internet Verbindung habe. Was aber totaler Unsinn ist. Kann nicht mal über die App meine Kassenbons einsehen, geschweige denn eine Bestellung machen. Ist also eine sinnlose App Vielleicht sollte mal ein Update bereitgestellt werden für neuere Android Versionen, bei Android 17 ist die App garnichts aktivierbar. Android 17 ist bei Google Pixel ab 6er Generation schon relaest.",2026-05-11T13:42:49,True,Performance & stability,negative,App meldet fälschlich keine Internetverbindung und ist unter neueren Android-Versionen unbrauchbar.,Update für neuere Android-Versionen bereitstellen.,high,substantive
lidl-plus,Eva Riegel,4,,"Kann die App schon seit Wochen nicht mehr nutzen. Immer wieder Verbindungsfehler, egal wo, ob im Laden oder zu Hause bei bestem Internetempfang. De- und Neuinstallation hat nicht geholfen. App startet direkt mit der Fehlermeldung und weißem Bildschirm, es wird nichts geladen. Schade, habe sie bisher stets genutzt, jetzt ist sie nutzlos. Nachtrag: vielen Dank für die Rückmeldung, daran könnte es tatsächlich liegen.",2026-05-11T12:44:21,True,Performance & stability,negative,"Seit Wochen Verbindungsfehler beim Start, weißer Bildschirm, Neuinstallation half nicht.",,high,substantive
lidl-plus,Monika Kaltenhauser,5,,Nur gute Erfahrungen,2026-05-11T11:02:20,True,Other / unclear,positive,,,low,insufficient
lidl-plus,Stefan Boss,5,,top,2026-05-11T09:39:26,True,Other / unclear,positive,,,low,insufficient
lidl-plus,Carmen Vogler,2,,Leider gibt es in der App im Onlineshop keine Merkliste bzw Wunschliste mehr.,2026-05-11T06:58:48,True,Search & navigation,negative,Im Onlineshop der App gibt es keine Merk- bzw. Wunschliste mehr.,Merkliste/Wunschliste im Onlineshop der App wieder einführen.,medium,substantive
lidl-plus,Sven Zimmer,2,,eigentlich ganz gut. Aber vermehrte Stammdatenprobleme (Aktionen mit unterschiedlichen Preisen und teilweise Bezeichnungen bei gleichem Artikel) und die fehlende Basisfunktion (Merkliste oder Favoriten) im Lidl online Shop in der App ist echt mega nervig und unprofessionell. Wie kann das sein? das ist ein Standard online Platform Feature.,2026-05-10T20:59:51,True,Search & navigation,negative,Stammdatenprobleme bei Aktionen sowie fehlende Merkliste/Favoriten im Online-Shop.,Merkliste/Favoriten-Funktion im Lidl Online-Shop ergänzen.,medium,substantive
lidl-plus,rhognaL knarF Art's,2,,Erste Benutzung ging schon in die Hose log in nicht möglich ???? Kann man nur hoffen das mit dem neuen Rechenzentrum alles klappt,2026-05-10T20:35:31,True,Authentication & login,negative,Login bei Erstnutzung nicht möglich.,,high,substantive
lidl-plus,N Kass,5,,gut 👍,2026-05-10T19:32:19,True,Other / unclear,positive,,,low,insufficient
lidl-plus,Robert M.,1,,Nicht mehr akteptabel. Bisher konnte man den Prospekt als PDF downladen und in Ruhe zu hause durchlesen. Jetzt hat man nur die mickrige Ansicht auf dem Smartphone. Gut dass alle Mitbewerber noch gut lesbare PDF-Prospekte liefern. Suf Lidl verzichte ich dann halt.,2026-05-10T15:30:48,True,Coupons & discounts,negative,"Prospekt kann nicht mehr als PDF heruntergeladen werden, nur kleine Smartphone-Ansicht.",Prospekt wieder als herunterladbares PDF bereitstellen.,medium,substantive
lidl-plus,Silvana Gasser,5,,alles einfach.toll,2026-05-10T05:47:49,True,Other / unclear,positive,,,low,insufficient
lidl-plus,Der OBERMAAT,2,,"An der Selbstscankasse Freigabe bei alkoholischen Getränke nur durch Mitarbeiter. Bin selbst über 60 Jahre. Könnte man verbessern Einkaufliste: Warum ist es nicht möglich, aus dem Wochenprospekt Artikel per Klick in die Einkaufliste zu bekommen..?",2026-05-09T22:42:09,True,In-store experience,neutral,"Alkohol-Freigabe an Selbstscankasse nur durch Mitarbeiter, Artikel aus Prospekt nicht per Klick auf Einkaufsliste übertragbar.",Artikel aus Wochenprospekt per Klick zur Einkaufsliste hinzufügen können.,medium,substantive
lidl-plus,Christoph Kowalski,1,,Die App zeigt dauerhaft keine Internetverbindung an.,2026-05-09T21:01:20,True,Performance & stability,negative,App zeigt dauerhaft keine Internetverbindung an.,,high,substantive
lidl-plus,Günta Zett,3,,"Die App nutze ich überwiegend im Ausland, leider kann man dort die eigene Sprache nicht einstellen. Bitte ändern.",2026-05-09T18:32:04,True,"Other app features (themes, accessibility, customization)",negative,Im Ausland lässt sich die eigene Sprache in der App nicht einstellen.,Sprache unabhängig vom Land frei einstellbar machen.,medium,substantive
lidl-plus,Marti G,1,,"Die schlechteste App, die ich kenne. Sie startet im Laden nicht bzw. extrem langsam, weil da die Verbindung schlecht ist. Außerdem wird meine Einstellung ignoriert, dass ich einen Papierbon haben will.",2026-05-09T13:28:54,True,Performance & stability,negative,App startet im Laden extrem langsam und Einstellung für Papierbon wird ignoriert.,Papierbon-Einstellung zuverlässig respektieren.,high,substantive
lidl-plus,Rider,5,,alles gut mit der app. die Leute sind einfach zu dumm ein handy zu benutze 😂,2026-05-09T09:09:04,True,Other / unclear,positive,,,low,insufficient
lidl-plus,Sebastian Haft,1,,"Bei mir steht die ganze Zeit „Keine Internetverbindung"" obwohl ich im Netz bin. egal ob ich es mit Mobilen Daten oder im Normalen Heimnetz versuche, es klappt nicht. Ich kann die App nicht mal einrichten da die Länderauswahl dadurch nicht geht",2026-05-09T08:53:21,True,Onboarding & registration,negative,"App meldet ständig keine Internetverbindung, Einrichtung und Länderauswahl unmöglich.",,high,substantive
lidl-plus,Petra Sudhoff,4,,"Sehr gute Qualität, freundliche Bedienung, reichlich Marken Auswahl,",2026-05-09T06:06:43,False,In-store experience,positive,,,low,insufficient
lidl-plus,Stefan Biemann,3,,"ich bin Beta Tester und habe Android 17. leider funktioniert die App nicht mehr. es wird immer angezeigt, kein Internet vorhanden. es heißt Kaufland und Lidl gehören zusammen. Kaufland App funktioniert, nur nicht die Lidl Plus App, traurig 😞 habe mich auch erkundigt an Android 17 liegt es nicht.",2026-05-09T05:22:00,True,Performance & stability,negative,App funktioniert auf Android-Beta-Version nicht mehr und meldet fehlendes Internet.,Kompatibilität mit Android-Beta-Versionen sicherstellen.,high,substantive
lidl-plus,Tino Cammalleri,5,,Habe Hausverbot wegen meiner Meinung. Danke nochmals.,2026-05-09T03:47:43,False,In-store experience,negative,,,low,insufficient
lidl-plus,Dirk Kloßek,1,,Leider kann ich mich nicht mehr einloggen. Beim Zurücksetzen des Passwortes wird mein Geburtsdatum plötzlich als falsch angezeigt,2026-05-08T22:54:00,True,Authentication & login,negative,"Login nicht möglich, beim Passwort-Reset wird Geburtsdatum fälschlich als falsch angezeigt.",,high,substantive
lidl-plus,Thomas Kühling,1,,Seit dem Update auf Android 17 funktioniert die App nicht mehr.,2026-05-08T22:30:57,True,Performance & stability,negative,App funktioniert seit Android-17-Update nicht mehr.,,high,substantive
lidl-plus,Bruno Weitner,1,,"In letzter Zeit kam es immer wieder vor, dass Coupons nicht berücksichtigt wurden, obwohl sie aktiviert waren. Was soll das? Der Hinweis auf die E-Mail ist auch ein Witz. Dorthin soll man Screenshots von Sachen schicken, die in der App nicht mehr sichtbar sind.",2026-05-08T21:49:02,True,Coupons & discounts,negative,Aktivierte Coupons werden an der Kasse nicht berücksichtigt.,Zuverlässige Einlösung aktivierter Coupons und besserer Support-Prozess.,high,substantive
lidl-plus,Nina König,3,,App ist ja ganz toll aber ob ich jemals dort wieder Einkaufe ist fraglich...Ihr bietet Fleisch von geschächteten Tieren an..wir sind hier in Deutschland und brauchen kein Fleisch wo Tiere lebendig geschlachtet werden..und da macht ihr Werbung für Tierwohl.. .Ich glaubs ja nicht...,2026-05-08T18:20:28,False,In-store experience,negative,,,low,substantive
lidl-plus,- “‪50U7R34P3R‬” SoulReaper,4,,"Normalerweise bin ich enorm zufrieden mit der App, auch wenn in Bezug auf Bedienerfreundlichkeit einiges optimiert werden kann, daher 4 Sterne. Macht weiter mit ""Scan&Go"", bringt eure Filialen auf neuesten Stand und automatisiert die Coupons, dann reden wir über 5 Sterne.",2026-05-08T15:06:51,True,Coupons & discounts,positive,"Bedienerfreundlichkeit verbesserungswürdig, Coupons müssen manuell aktiviert werden.",Coupons automatisch einlösen und Scan&Go in mehr Filialen ausbauen.,low,substantive
lidl-plus,Hannesto Harti,1,,seit der Android Beta Version nicht mehr zu gebrauchen. die App hat Internet Probleme!,2026-05-08T12:21:28,True,Performance & stability,negative,App hat seit Android-Beta-Version Internet-Probleme und ist unbrauchbar.,,high,substantive
lidl-plus,Pierre Kerchner,1,,Ernsthaft noch eine extra Pin zum Bezahlen? ich kann nur noch mit dem Kopf schütteln und diese App deinstallieren als ob mein Handy nicht schon genug Schutzmechanismen hat,2026-05-08T11:48:23,True,Payment & checkout,negative,Zusätzliche PIN zum Bezahlen wird als überflüssig empfunden.,Extra Bezahl-PIN abschaffen oder optional machen.,medium,substantive
lidl-plus,Michael,1,,Registrierung nur mit Angabe der Telefonnummer? Da ist die Konkurrenz datensparsamer. Dann eben nicht ...,2026-05-08T11:01:25,True,Privacy & data concerns,negative,"Registrierung erfordert Angabe der Telefonnummer, was als zu datenhungrig empfunden wird.",Registrierung ohne Telefonnummer ermöglichen.,medium,substantive
lidl-plus,Urs Schaerer,1,,Kann das app seit über einem Jahr nicht mehr benutzen. Defekt.,2026-05-08T11:00:15,True,Performance & stability,negative,App ist seit über einem Jahr defekt und nicht nutzbar.,,high,insufficient
lidl-plus,Manfred Hintersteiner,1,,"wenn man im geschäft steht und dann beim öffnen der app ""etwas ist schiefgelaufen"" steht so geht das mal gar nicht. handyneustart, app deinstalliert und neu installiert. alles zwecklos... immer die selbe meldung.",2026-05-08T10:52:32,True,Performance & stability,negative,"App zeigt im Geschäft dauerhaft Fehlermeldung 'etwas ist schiefgelaufen', auch nach Neuinstallation.",,high,substantive
